asset_id,original_inventory_sector,min_start,max_end,inflated_extrap_emissions,baseline_emissions,inflated_over_baseline_pct
45129289,international-shipping,2023-02-01 00:00:00,2026-02-28 23:59:59,98.18637207869904,1178.3255454985542,8.332703339394717
45129290,international-shipping,2023-05-01 00:00:00,2026-02-28 23:59:59,105.68198630262631,364.6477938644518,28.981934919345985
45129291,international-shipping,2023-11-01 00:00:00,2026-02-28 23:59:59,44792.40266977883,116533.72624396363,38.43728688122941
45129305,international-shipping,2023-11-01 00:00:00,2026-02-28 23:59:59,10628.741255513092,35320.22367555866,30.09250834067652
45129312,international-shipping,2023-05-01 00:00:00,2026-02-28 23:59:59,47.52674177001678,1469.5686165913146,3.2340607463607745
45129322,international-shipping,2023-07-01 00:00:00,2026-02-28 23:59:59,91.96953034212343,59.42300008976137,154.77093078975972
45129349,international-shipping,2023-10-01 00:00:00,2026-02-28 23:59:59,1946.6051935279017,10138.322704101727,19.20046589896326
45129354,international-shipping,2023-05-01 00:00:00,2026-02-28 23:59:59,104.44570831081364,149.15889421107784,70.02311787254897
45129358,international-shipping,2023-06-01 00:00:00,2026-02-28 23:59:59,172.5564494794933,1623.8350261056794,10.626476625111504
45129370,international-shipping,2024-09-01 00:00:00,2026-02-28 23:59:59,3.7646111047178943,145.61267143032364,2.5853595485467613
45129372,international-shipping,2024-09-01 00:00:00,2026-02-28 23:59:59,15.77954046230295,18.38089890942353,85.84749059368956
45129373,international-shipping,2024-09-01 00:00:00,2026-02-28 23:59:59,45.631397766599996,551.0073065947,8.281450576147208
45129374,international-shipping,2024-08-01 00:00:00,2026-02-28 23:59:59,28512.9698592782,86479.00178070395,32.97097477094179
45129389,international-shipping,2024-06-01 00:00:00,2026-02-28 23:59:59,1789.8843154634349,7791.18647065507,22.973193135665568
45129400,international-shipping,2024-11-01 00:00:00,2026-02-28 23:59:59,1.6980389821479205,9.660637145401177,17.5768839734991
45129422,international-shipping,2024-08-01 00:00:00,2026-02-28 23:59:59,37.75960685562165,56.40350243076529,66.94550024082488
45129461,international-shipping,2025-06-01 00:00:00,2026-02-28 23:59:59,1.7327975331971175,6.578516920638125,26.340245895864225
48306352,iron-and-steel,2025-07-01 00:00:00,2026-02-28 00:00:00,131786.2848825792,187192.80195709874,70.40136346310061
48306423,iron-and-steel,2025-07-01 00:00:00,2026-02-28 00:00:00,14125.800990070988,20065.038670834263,70.40006860591645
48306440,iron-and-steel,2025-07-01 00:00:00,2026-02-28 00:00:00,57988.61145720076,83482.28118906384,69.46217883753427
48306442,iron-and-steel,2025-07-01 00:00:00,2026-02-28 00:00:00,208438.26028324987,282831.8957111497,73.69687204448947
49674006,international-shipping,2025-11-01 00:00:00,2026-02-28 23:59:59,387.10971466908506,155.05534102909004,249.65906501502528
49682827,domestic-shipping,2025-11-01 00:00:00,2026-02-28 23:59:59,189.77394404769288,26.308835609291187,721.3315969813299
50970853,domestic-shipping,2025-12-01 00:00:00,2026-02-28 23:59:59,4754.90908926446,479.042954638497,992.5851206501272
50980671,iron-and-steel,2025-10-01 00:00:00,2026-02-28 00:00:00,67770.25352426493,39700.130128223434,170.7053687365272
50980773,iron-and-steel,2025-07-01 00:00:00,2026-02-28 00:00:00,2481407.860514879,3367046.377513686,73.69687204448947
52203405,iron-and-steel,2021-01-01 00:00:00,2023-06-30 00:00:00,1584756.0801217323,9174835.573627908,17.27285538148439
52203406,iron-and-steel,2021-01-01 00:00:00,2023-06-30 00:00:00,1981366.1205221978,9243343.279201236,21.435600309041185
52203412,iron-and-steel,2021-01-01 00:00:00,2022-10-31 00:00:00,79039.96671020942,291863.09680973494,27.081178667043147
52937411,international-shipping,2026-01-01 00:00:00,2026-02-28 23:59:59,250.5661926106,250.5661926106,100
52938120,international-shipping,2026-01-01 00:00:00,2026-02-28 23:59:59,34.592940256638364,34.592940256638364,100
52941531,international-shipping,2026-01-01 00:00:00,2026-02-28 23:59:59,2.3698879870913356,2.3698879870913356,100
52944063,international-shipping,2026-01-01 00:00:00,2026-02-28 23:59:59,47.20502570507815,47.20502570507815,100
52948817,international-shipping,2026-02-01 00:00:00,2026-02-28 23:59:59,711.5337873647919,54.73336825883015,1300
52952482,international-shipping,2026-02-01 00:00:00,2026-02-28 23:59:59,352.85329159144885,27.142560891649918,1299.9999999999998
52953023,international-shipping,2026-02-01 00:00:00,2026-02-28 23:59:59,1052.9375692835074,80.99519763719287,1300.0000000000002
52955804,domestic-shipping,2026-01-01 00:00:00,2026-02-28 23:59:59,7.201047707466924,7.201047707466924,100
52957569,domestic-shipping,2026-01-01 00:00:00,2026-02-28 23:59:59,1.7653961624684529,1.7653961624684529,100
52959064,domestic-shipping,2026-01-01 00:00:00,2026-02-28 23:59:59,698.971738122829,127.19571690314376,549.5245871015278
52959325,domestic-shipping,2026-01-01 00:00:00,2026-02-28 23:59:59,58.24978148816589,58.24978148816589,100
52961820,domestic-shipping,2026-01-01 00:00:00,2026-02-28 23:59:59,0.10967100951609153,0.10967100951609153,100
52968746,domestic-shipping,2026-02-01 00:00:00,2026-02-28 23:59:59,36.143964005481784,2.7803049234985995,1299.9999999999998
52970656,domestic-shipping,2026-02-01 00:00:00,2026-02-28 23:59:59,142.51591997513356,10.962763075010272,1300
52971206,domestic-shipping,2026-02-01 00:00:00,2026-02-28 23:59:59,92.16945862095284,7.089958355457913,1299.9999999999998
